COTE;SURFACE;VOLUME
147.83;11.8;507429.91
147.84;11.82;508547.68
147.85;11.84;509665.45
147.86;11.86;510783.22
147.87;11.88;511900.99
147.88;11.9;513018.76
147.89;11.92;514136.53
147.9;11.94;515254.3
147.91;11.95;516372.07
147.92;11.97;517489.84
147.93;11.99;518607.61
147.94;12.01;519725.38
147.95;12.03;520843.15
147.96;12.05;521960.92
147.97;12.07;523078.69
147.98;12.09;524196.46
147.99;12.11;525314.23
148;12.13;526432
148.01;12.15;527737.53
148.02;12.16;529043.06
148.03;12.18;530348.59
148.04;12.2;531654.12
148.05;12.22;532959.65
148.06;12.24;534265.18
148.07;12.26;535570.71
148.08;12.27;536876.24
148.09;12.29;538181.77
148.1;12.31;539487.3
148.11;12.33;540792.83
148.12;12.35;542098.36
148.13;12.37;543403.89
148.14;12.38;544709.42
148.15;12.4;546014.95
148.16;12.42;547320.48
148.17;12.44;548626.01
148.18;12.46;549931.54
148.19;12.48;551237.07
148.2;12.49;552542.6
148.21;12.51;553848.13
148.22;12.53;555153.66
148.23;12.55;556459.19
148.24;12.57;557764.72
148.25;12.59;559070.25
148.26;12.6;560375.78
148.27;12.62;561681.31
148.28;12.64;562986.84
148.29;12.66;564292.37
148.3;12.68;565597.9
148.31;12.7;566903.43
148.32;12.72;568208.96
148.33;12.73;569514.49
148.34;12.75;570820.02
148.35;12.77;572125.55
148.36;12.79;573431.08
148.37;12.81;574736.61
148.38;12.83;576042.14
148.39;12.84;577347.67
148.4;12.86;578653.2
148.41;12.88;579958.73
148.42;12.9;581264.26
148.43;12.92;582569.79
148.44;12.94;583875.32
148.45;12.95;585180.85
148.46;12.97;586486.38
148.47;12.99;587791.91
148.48;13.01;589097.44
148.49;13.03;590402.97
148.5;13.05;591708.5
148.51;13.06;593014.03
148.52;13.08;594319.56
148.53;13.1;595625.09
148.54;13.12;596930.62
148.55;13.14;598236.15
148.56;13.16;599541.68
148.57;13.17;600847.21
148.58;13.19;602152.74
148.59;13.21;603458.27
148.6;13.23;604763.8
148.61;13.25;606069.33
148.62;13.27;607374.86
148.63;13.29;608680.39
148.64;13.3;609985.92
148.65;13.32;611291.45
148.66;13.34;612596.98
148.67;13.36;613902.51
148.68;13.38;615208.04
148.69;13.4;616513.57
148.7;13.41;617819.1
148.71;13.43;619124.63
148.72;13.45;620430.16
148.73;13.47;621735.69
148.74;13.49;623041.22
148.75;13.51;624346.75
148.76;13.52;625652.28
148.77;13.54;626957.81
148.78;13.56;628263.34
148.79;13.58;629568.87
148.8;13.6;630874.4
148.81;13.62;632179.93
148.82;13.63;633485.46
148.83;13.65;634790.99
148.84;13.67;636096.52
148.85;13.69;637402.05
148.86;13.71;638707.58
148.87;13.73;640013.11
148.88;13.74;641318.64
148.89;13.76;642624.17
148.9;13.78;643929.7
148.91;13.8;645235.23
148.92;13.82;646540.76
148.93;13.84;647846.29
148.94;13.85;649151.82
148.95;13.87;650457.35
148.96;13.89;651762.88
148.97;13.91;653068.41
148.98;13.93;654373.94
148.99;13.95;655679.47
149;13.97;656985
149.01;13.98;658459.41
149.02;14;659933.82
149.03;14.01;661408.23
149.04;14.03;662882.64
149.05;14.04;664357.05
149.06;14.06;665831.46
149.07;14.07;667305.87
149.08;14.09;668780.28
149.09;14.1;670254.69
149.1;14.12;671729.1
149.11;14.13;673203.51
149.12;14.15;674677.92
149.13;14.17;676152.33
149.14;14.18;677626.74
149.15;14.2;679101.15
149.16;14.21;680575.56
149.17;14.23;682049.97
149.18;14.24;683524.38
149.19;14.26;684998.79
149.2;14.27;686473.2
149.21;14.29;687947.61
149.22;14.3;689422.02
149.23;14.32;690896.43
149.24;14.34;692370.84
149.25;14.35;693845.25
149.26;14.37;695319.66
149.27;14.38;696794.07
149.28;14.4;698268.48
149.29;14.41;699742.89
149.3;14.43;701217.3
149.31;14.44;702691.71
149.32;14.46;704166.12
149.33;14.47;705640.53
149.34;14.49;707114.94
149.35;14.51;708589.35
149.36;14.52;710063.76
149.37;14.54;711538.17
149.38;14.55;713012.58
149.39;14.57;714486.99
149.4;14.58;715961.4
149.41;14.6;717435.81
149.42;14.61;718910.22
149.43;14.63;720384.63
149.44;14.64;721859.04
149.45;14.66;723333.45
149.46;14.67;724807.86
149.47;14.69;726282.27
149.48;14.71;727756.68
149.49;14.72;729231.09
149.5;14.74;730705.5
149.51;14.75;732179.91
149.52;14.77;733654.32
149.53;14.78;735128.73
149.54;14.8;736603.14
149.55;14.81;738077.55
149.56;14.83;739551.96
149.57;14.84;741026.37
149.58;14.86;742500.78
149.59;14.88;743975.19
149.6;14.89;745449.6
149.61;14.91;746924.01
149.62;14.92;748398.42
149.63;14.94;749872.83
149.64;14.95;751347.24
149.65;14.97;752821.65
149.66;14.98;754296.06
149.67;15;755770.47
149.68;15.01;757244.88
149.69;15.03;758719.29
149.7;15.04;760193.7
149.71;15.06;761668.11
149.72;15.08;763142.52
149.73;15.09;764616.93
149.74;15.11;766091.34
149.75;15.12;767565.75
149.76;15.14;769040.16
149.77;15.15;770514.57
149.78;15.17;771988.98
149.79;15.18;773463.39
149.8;15.2;774937.8
149.81;15.21;776412.21
149.82;15.23;777886.62
149.83;15.25;779361.03
149.84;15.26;780835.44
149.85;15.28;782309.85
149.86;15.29;783784.26
149.87;15.31;785258.67
149.88;15.32;786733.08
149.89;15.34;788207.49
149.9;15.35;789681.9
149.91;15.37;791156.31
149.92;15.38;792630.72
149.93;15.4;794105.13
149.94;15.41;795579.54
149.95;15.43;797053.95
149.96;15.45;798528.36
149.97;15.46;800002.77
149.98;15.48;801477.18
149.99;15.49;802951.59
150;15.51;804426
150.01;15.53;806078.89
150.02;15.55;807731.78
150.03;15.57;809384.67
150.04;15.59;811037.56
150.05;15.61;812690.45
150.06;15.63;814343.34
150.07;15.65;815996.23
150.08;15.67;817649.12
150.09;15.69;819302.01
150.1;15.71;820954.9
150.11;15.73;822607.79
150.12;15.75;824260.68
150.13;15.77;825913.57
150.14;15.79;827566.46
150.15;15.81;829219.35
150.16;15.83;830872.24
150.17;15.85;832525.13
150.18;15.87;834178.02
150.19;15.89;835830.91
150.2;15.91;837483.8
150.21;15.93;839136.69
150.22;15.95;840789.58
150.23;15.97;842442.47
150.24;15.99;844095.36
150.25;16.01;845748.25
150.26;16.03;847401.14
150.27;16.05;849054.03
150.28;16.07;850706.92
150.29;16.09;852359.81
150.3;16.11;854012.7
150.31;16.13;855665.59
150.32;16.15;857318.48
150.33;16.17;858971.37
150.34;16.2;860624.26
150.35;16.22;862277.15
150.36;16.24;863930.04
150.37;16.26;865582.93
150.38;16.28;867235.82
150.39;16.3;868888.71
150.4;16.32;870541.6
150.41;16.34;872194.49
150.42;16.36;873847.38
150.43;16.38;875500.27
150.44;16.4;877153.16
150.45;16.42;878806.05
150.46;16.44;880458.94
150.47;16.46;882111.83
150.48;16.48;883764.72
150.49;16.5;885417.61
150.5;16.52;887070.5
150.51;16.54;888723.39
150.52;16.56;890376.28
150.53;16.58;892029.17
150.54;16.6;893682.06
150.55;16.62;895334.95
150.56;16.64;896987.84
150.57;16.66;898640.73
150.58;16.68;900293.62
150.59;16.7;901946.51
150.6;16.72;903599.4
150.61;16.74;905252.29
150.62;16.76;906905.18
150.63;16.78;908558.07
150.64;16.8;910210.96
150.65;16.82;911863.85
150.66;16.84;913516.74
150.67;16.86;915169.63
150.68;16.88;916822.52
150.69;16.9;918475.41
150.7;16.92;920128.3
150.71;16.94;921781.19
150.72;16.96;923434.08
150.73;16.98;925086.97
150.74;17;926739.86
150.75;17.02;928392.75
150.76;17.04;930045.64
150.77;17.07;931698.53
150.78;17.09;933351.42
150.79;17.11;935004.31
150.8;17.13;936657.2
150.81;17.15;938310.09
150.82;17.17;939962.98
150.83;17.19;941615.87
150.84;17.21;943268.76
150.85;17.23;944921.65
150.86;17.25;946574.54
150.87;17.27;948227.43
150.88;17.29;949880.32
150.89;17.31;951533.21
150.9;17.33;953186.1
150.91;17.35;954838.99
150.92;17.37;956491.88
150.93;17.39;958144.77
150.94;17.41;959797.66
150.95;17.43;961450.55
150.96;17.45;963103.44
150.97;17.47;964756.33
150.98;17.49;966409.22
150.99;17.51;968062.11
151;17.53;969715
151.01;17.55;971562.22
151.02;17.57;973409.44
151.03;17.59;975256.66
151.04;17.6;977103.88
151.05;17.62;978951.1
151.06;17.64;980798.32
151.07;17.66;982645.54
151.08;17.68;984492.76
151.09;17.7;986339.98
151.1;17.72;988187.2
151.11;17.74;990034.42
151.12;17.75;991881.64
151.13;17.77;993728.86
151.14;17.79;995576.08
151.15;17.81;997423.3
151.16;17.83;999270.52
151.17;17.85;1001117.74
151.18;17.87;1002964.96
151.19;17.88;1004812.18
151.2;17.9;1006659.4
151.21;17.92;1008506.62
151.22;17.94;1010353.84
151.23;17.96;1012201.06
151.24;17.98;1014048.28
151.25;18;1015895.5
151.26;18.02;1017742.72
151.27;18.03;1019589.94
151.28;18.05;1021437.16
151.29;18.07;1023284.38
151.3;18.09;1025131.6
151.31;18.11;1026978.82
151.32;18.13;1028826.04
151.33;18.15;1030673.26
151.34;18.16;1032520.48
151.35;18.18;1034367.7
151.36;18.2;1036214.92
151.37;18.22;1038062.14
151.38;18.24;1039909.36
151.39;18.26;1041756.58
151.4;18.28;1043603.8
151.41;18.29;1045451.02
151.42;18.31;1047298.24
151.43;18.33;1049145.46
151.44;18.35;1050992.68
151.45;18.37;1052839.9
151.46;18.39;1054687.12
151.47;18.41;1056534.34
151.48;18.43;1058381.56
151.49;18.44;1060228.78
151.5;18.46;1062076
151.51;18.48;1063923.22
151.52;18.5;1065770.44
151.53;18.52;1067617.66
151.54;18.54;1069464.88
151.55;18.56;1071312.1
151.56;18.57;1073159.32
151.57;18.59;1075006.54
151.58;18.61;1076853.76
151.59;18.63;1078700.98
151.6;18.65;1080548.2
151.61;18.67;1082395.42
151.62;18.69;1084242.64
151.63;18.71;1086089.86
151.64;18.72;1087937.08
151.65;18.74;1089784.3
151.66;18.76;1091631.52
151.67;18.78;1093478.74
151.68;18.8;1095325.96
151.69;18.82;1097173.18
151.7;18.84;1099020.4
151.71;18.85;1100867.62
151.72;18.87;1102714.84
151.73;18.89;1104562.06
151.74;18.91;1106409.28
151.75;18.93;1108256.5
151.76;18.95;1110103.72
151.77;18.97;1111950.94
151.78;18.99;1113798.16
151.79;19;1115645.38
151.8;19.02;1117492.6
151.81;19.04;1119339.82
151.82;19.06;1121187.04
151.83;19.08;1123034.26
151.84;19.1;1124881.48
151.85;19.12;1126728.7
151.86;19.13;1128575.92
151.87;19.15;1130423.14
151.88;19.17;1132270.36
151.89;19.19;1134117.58
151.9;19.21;1135964.8
151.91;19.23;1137812.02
151.92;19.25;1139659.24
151.93;19.26;1141506.46
151.94;19.28;1143353.68
151.95;19.3;1145200.9
151.96;19.32;1147048.12
151.97;19.34;1148895.34
151.98;19.36;1150742.56
151.99;19.38;1152589.78
152;19.4;1154437
152.01;19.41;1156473.41
152.02;19.43;1158509.82
152.03;19.45;1160546.23
152.04;19.47;1162582.64
152.05;19.49;1164619.05
152.06;19.51;1166655.46
152.07;19.53;1168691.87
152.08;19.55;1170728.28
152.09;19.57;1172764.69
152.1;19.59;1174801.1
152.11;19.61;1176837.51
152.12;19.63;1178873.92
152.13;19.64;1180910.33
152.14;19.66;1182946.74
152.15;19.68;1184983.15
152.16;19.7;1187019.56
152.17;19.72;1189055.97
152.18;19.74;1191092.38
152.19;19.76;1193128.79
152.2;19.78;1195165.2
152.21;19.8;1197201.61
152.22;19.82;1199238.02
152.23;19.84;1201274.43
152.24;19.86;1203310.84
152.25;19.87;1205347.25
152.26;19.89;1207383.66
152.27;19.91;1209420.07
152.28;19.93;1211456.48
152.29;19.95;1213492.89
152.3;19.97;1215529.3
152.31;19.99;1217565.71
152.32;20.01;1219602.12
152.33;20.03;1221638.53
152.34;20.05;1223674.94
152.35;20.07;1225711.35
152.36;20.09;1227747.76
152.37;20.11;1229784.17
152.38;20.12;1231820.58
152.39;20.14;1233856.99
152.4;20.16;1235893.4
152.41;20.18;1237929.81
152.42;20.2;1239966.22
152.43;20.22;1242002.63
152.44;20.24;1244039.04
152.45;20.26;1246075.45
152.46;20.28;1248111.86
152.47;20.3;1250148.27
152.48;20.32;1252184.68
152.49;20.34;1254221.09
152.5;20.35;1256257.5
152.51;20.37;1258293.91
152.52;20.39;1260330.32
152.53;20.41;1262366.73
152.54;20.43;1264403.14
152.55;20.45;1266439.55
152.56;20.47;1268475.96
152.57;20.49;1270512.37
152.58;20.51;1272548.78
152.59;20.53;1274585.19
152.6;20.55;1276621.6
152.61;20.57;1278658.01
152.62;20.58;1280694.42
152.63;20.6;1282730.83
152.64;20.62;1284767.24
152.65;20.64;1286803.65
152.66;20.66;1288840.06
152.67;20.68;1290876.47
152.68;20.7;1292912.88
152.69;20.72;1294949.29
152.7;20.74;1296985.7
152.71;20.76;1299022.11
152.72;20.78;1301058.52
152.73;20.8;1303094.93
152.74;20.81;1305131.34
152.75;20.83;1307167.75
152.76;20.85;1309204.16
152.77;20.87;1311240.57
152.78;20.89;1313276.98
152.79;20.91;1315313.39
152.8;20.93;1317349.8
152.81;20.95;1319386.21
152.82;20.97;1321422.62
152.83;20.99;1323459.03
152.84;21.01;1325495.44
152.85;21.03;1327531.85
152.86;21.04;1329568.26
152.87;21.06;1331604.67
152.88;21.08;1333641.08
152.89;21.1;1335677.49
152.9;21.12;1337713.9
152.91;21.14;1339750.31
152.92;21.16;1341786.72
152.93;21.18;1343823.13
152.94;21.2;1345859.54
152.95;21.22;1347895.95
152.96;21.24;1349932.36
152.97;21.26;1351968.77
152.98;21.28;1354005.18
152.99;21.29;1356041.59
153;21.31;1358078
153.01;21.33;1360286.36
153.02;21.34;1362494.72
153.03;21.36;1364703.08
153.04;21.37;1366911.44
153.05;21.39;1369119.8
153.06;21.4;1371328.16
153.07;21.42;1373536.52
153.08;21.44;1375744.88
153.09;21.45;1377953.24
153.1;21.47;1380161.6
153.11;21.48;1382369.96
153.12;21.5;1384578.32
153.13;21.51;1386786.68
153.14;21.53;1388995.04
153.15;21.54;1391203.4
153.16;21.56;1393411.76
153.17;21.57;1395620.12
153.18;21.59;1397828.48
153.19;21.6;1400036.84
153.2;21.62;1402245.2
153.21;21.63;1404453.56
153.22;21.65;1406661.92
153.23;21.66;1408870.28
153.24;21.68;1411078.64
153.25;21.69;1413287
153.26;21.71;1415495.36
153.27;21.73;1417703.72
153.28;21.74;1419912.08
153.29;21.76;1422120.44
153.3;21.77;1424328.8
153.31;21.79;1426537.16
153.32;21.8;1428745.52
153.33;21.82;1430953.88
153.34;21.83;1433162.24
153.35;21.85;1435370.6
153.36;21.86;1437578.96
153.37;21.88;1439787.32
153.38;21.89;1441995.68
153.39;21.91;1444204.04
153.4;21.92;1446412.4
153.41;21.94;1448620.76
153.42;21.95;1450829.12
153.43;21.97;1453037.48
153.44;21.98;1455245.84
153.45;22;1457454.2
153.46;22.01;1459662.56
153.47;22.03;1461870.92
153.48;22.05;1464079.28
153.49;22.06;1466287.64
153.5;22.08;1468496
153.51;22.09;1470704.36
153.52;22.11;1472912.72
153.53;22.12;1475121.08
153.54;22.14;1477329.44
153.55;22.15;1479537.8
153.56;22.17;1481746.16
153.57;22.18;1483954.52
153.58;22.2;1486162.88
153.59;22.21;1488371.24
153.6;22.23;1490579.6
153.61;22.24;1492787.96
153.62;22.26;1494996.32
153.63;22.27;1497204.68
153.64;22.29;1499413.04
153.65;22.3;1501621.4
153.66;22.32;1503829.76
153.67;22.34;1506038.12
153.68;22.35;1508246.48
153.69;22.37;1510454.84
153.7;22.38;1512663.2
153.71;22.4;1514871.56
153.72;22.41;1517079.92
153.73;22.43;1519288.28
153.74;22.44;1521496.64
153.75;22.46;1523705
153.76;22.47;1525913.36
153.77;22.49;1528121.72
153.78;22.5;1530330.08
153.79;22.52;1532538.44
153.8;22.53;1534746.8
153.81;22.55;1536955.16
153.82;22.56;1539163.52
153.83;22.58;1541371.88
153.84;22.59;1543580.24
153.85;22.61;1545788.6
153.86;22.62;1547996.96
153.87;22.64;1550205.32
153.88;22.66;1552413.68
153.89;22.67;1554622.04
153.9;22.69;1556830.4
153.91;22.7;1559038.76
153.92;22.72;1561247.12
153.93;22.73;1563455.48
153.94;22.75;1565663.84
153.95;22.76;1567872.2
153.96;22.78;1570080.56
153.97;22.79;1572288.92
153.98;22.81;1574497.28
153.99;22.82;1576705.64
154;22.84;1578914
154.01;22.86;1581289.11
154.02;22.87;1583664.22
154.03;22.89;1586039.33
154.04;22.91;1588414.44
154.05;22.93;1590789.55
154.06;22.95;1593164.66
154.07;22.97;1595539.77
154.08;22.98;1597914.88
154.09;23;1600289.99
154.1;23.02;1602665.1
154.11;23.04;1605040.21
154.12;23.06;1607415.32
154.13;23.07;1609790.43
154.14;23.09;1612165.54
154.15;23.11;1614540.65
154.16;23.13;1616915.76
154.17;23.15;1619290.87
154.18;23.16;1621665.98
154.19;23.18;1624041.09
154.2;23.2;1626416.2
154.21;23.22;1628791.31
154.22;23.24;1631166.42
154.23;23.25;1633541.53
154.24;23.27;1635916.64
154.25;23.29;1638291.75
154.26;23.31;1640666.86
154.27;23.33;1643041.97
154.28;23.34;1645417.08
154.29;23.36;1647792.19
154.3;23.38;1650167.3
154.31;23.4;1652542.41
154.32;23.42;1654917.52
154.33;23.43;1657292.63
154.34;23.45;1659667.74
154.35;23.47;1662042.85
154.36;23.49;1664417.96
154.37;23.51;1666793.07
154.38;23.53;1669168.18
154.39;23.54;1671543.29
154.4;23.56;1673918.4
154.41;23.58;1676293.51
154.42;23.6;1678668.62
154.43;23.62;1681043.73
154.44;23.63;1683418.84
154.45;23.65;1685793.95
154.46;23.67;1688169.06
154.47;23.69;1690544.17
154.48;23.71;1692919.28
154.49;23.72;1695294.39
154.5;23.74;1697669.5
154.51;23.76;1700044.61
154.52;23.78;1702419.72
154.53;23.8;1704794.83
154.54;23.81;1707169.94
154.55;23.83;1709545.05
154.56;23.85;1711920.16
154.57;23.87;1714295.27
154.58;23.89;1716670.38
154.59;23.9;1719045.49
154.6;23.92;1721420.6
154.61;23.94;1723795.71
154.62;23.96;1726170.82
154.63;23.98;1728545.93
154.64;24;1730921.04
154.65;24.01;1733296.15
154.66;24.03;1735671.26
154.67;24.05;1738046.37
154.68;24.07;1740421.48
154.69;24.09;1742796.59
154.7;24.1;1745171.7
154.71;24.12;1747546.81
154.72;24.14;1749921.92
154.73;24.16;1752297.03
154.74;24.18;1754672.14
154.75;24.19;1757047.25
154.76;24.21;1759422.36
154.77;24.23;1761797.47
154.78;24.25;1764172.58
154.79;24.27;1766547.69
154.8;24.28;1768922.8
154.81;24.3;1771297.91
154.82;24.32;1773673.02
154.83;24.34;1776048.13
154.84;24.36;1778423.24
154.85;24.37;1780798.35
154.86;24.39;1783173.46
154.87;24.41;1785548.57
154.88;24.43;1787923.68
154.89;24.45;1790298.79
154.9;24.46;1792673.9
154.91;24.48;1795049.01
154.92;24.5;1797424.12
154.93;24.52;1799799.23
154.94;24.54;1802174.34
154.95;24.56;1804549.45
154.96;24.57;1806924.56
154.97;24.59;1809299.67
154.98;24.61;1811674.78
154.99;24.63;1814049.89
155;24.65;1816425
155.01;24.66;1818972.78
155.02;24.68;1821520.56
155.03;24.7;1824068.34
155.04;24.71;1826616.12
155.05;24.73;1829163.9
155.06;24.74;1831711.68
155.07;24.76;1834259.46
155.08;24.78;1836807.24
155.09;24.79;1839355.02
155.1;24.81;1841902.8
155.11;24.83;1844450.58
155.12;24.84;1846998.36
155.13;24.86;1849546.14
155.14;24.88;1852093.92
155.15;24.89;1854641.7
155.16;24.91;1857189.48
155.17;24.93;1859737.26
155.18;24.94;1862285.04
155.19;24.96;1864832.82
155.2;24.98;1867380.6
155.21;24.99;1869928.38
155.22;25.01;1872476.16
155.23;25.02;1875023.94
155.24;25.04;1877571.72
155.25;25.06;1880119.5
155.26;25.07;1882667.28
155.27;25.09;1885215.06
155.28;25.11;1887762.84
155.29;25.12;1890310.62
155.3;25.14;1892858.4
155.31;25.16;1895406.18
155.32;25.17;1897953.96
155.33;25.19;1900501.74
155.34;25.21;1903049.52
155.35;25.22;1905597.3
155.36;25.24;1908145.08
155.37;25.26;1910692.86
155.38;25.27;1913240.64
155.39;25.29;1915788.42
155.4;25.3;1918336.2
155.41;25.32;1920883.98
155.42;25.34;1923431.76
155.43;25.35;1925979.54
155.44;25.37;1928527.32
155.45;25.39;1931075.1
155.46;25.4;1933622.88
155.47;25.42;1936170.66
155.48;25.44;1938718.44
155.49;25.45;1941266.22
155.5;25.47;1943814
155.51;25.49;1946361.78
155.52;25.5;1948909.56
155.53;25.52;1951457.34
155.54;25.54;1954005.12
155.55;25.55;1956552.9
155.56;25.57;1959100.68
155.57;25.58;1961648.46
155.58;25.6;1964196.24
155.59;25.62;1966744.02
155.6;25.63;1969291.8
155.61;25.65;1971839.58
155.62;25.67;1974387.36
155.63;25.68;1976935.14
155.64;25.7;1979482.92
155.65;25.72;1982030.7
155.66;25.73;1984578.48
155.67;25.75;1987126.26
155.68;25.77;1989674.04
155.69;25.78;1992221.82
155.7;25.8;1994769.6
155.71;25.82;1997317.38
155.72;25.83;1999865.16
155.73;25.85;2002412.94
155.74;25.86;2004960.72
155.75;25.88;2007508.5
155.76;25.9;2010056.28
155.77;25.91;2012604.06
155.78;25.93;2015151.84
155.79;25.95;2017699.62
155.8;25.96;2020247.4
155.81;25.98;2022795.18
155.82;26;2025342.96
155.83;26.01;2027890.74
155.84;26.03;2030438.52
155.85;26.05;2032986.3
155.86;26.06;2035534.08
155.87;26.08;2038081.86
155.88;26.1;2040629.64
155.89;26.11;2043177.42
155.9;26.13;2045725.2
155.91;26.15;2048272.98
155.92;26.16;2050820.76
155.93;26.18;2053368.54
155.94;26.19;2055916.32
155.95;26.21;2058464.1
155.96;26.23;2061011.88
155.97;26.24;2063559.66
155.98;26.26;2066107.44
155.99;26.28;2068655.22
156;26.29;2071203
156.01;26.31;2073919.94
156.02;26.33;2076636.88
156.03;26.35;2079353.82
156.04;26.36;2082070.76
156.05;26.38;2084787.7
156.06;26.4;2087504.64
156.07;26.41;2090221.58
156.08;26.43;2092938.52
156.09;26.45;2095655.46
156.1;26.47;2098372.4
156.11;26.48;2101089.34
156.12;26.5;2103806.28
156.13;26.52;2106523.22
156.14;26.54;2109240.16
156.15;26.55;2111957.1
156.16;26.57;2114674.04
156.17;26.59;2117390.98
156.18;26.61;2120107.92
156.19;26.62;2122824.86
156.2;26.64;2125541.8
156.21;26.66;2128258.74
156.22;26.67;2130975.68
156.23;26.69;2133692.62
156.24;26.71;2136409.56
156.25;26.73;2139126.5
156.26;26.74;2141843.44
156.27;26.76;2144560.38
156.28;26.78;2147277.32
156.29;26.8;2149994.26
156.3;26.81;2152711.2
156.31;26.83;2155428.14
156.32;26.85;2158145.08
156.33;26.87;2160862.02
156.34;26.88;2163578.96
156.35;26.9;2166295.9
156.36;26.92;2169012.84
156.37;26.94;2171729.78
156.38;26.95;2174446.72
156.39;26.97;2177163.66
156.4;26.99;2179880.6
156.41;27;2182597.54
156.42;27.02;2185314.48
156.43;27.04;2188031.42
156.44;27.06;2190748.36
156.45;27.07;2193465.3
156.46;27.09;2196182.24
156.47;27.11;2198899.18
156.48;27.13;2201616.12
156.49;27.14;2204333.06
156.5;27.16;2207050
156.51;27.18;2209766.94
156.52;27.2;2212483.88
156.53;27.21;2215200.82
156.54;27.23;2217917.76
156.55;27.25;2220634.7
156.56;27.26;2223351.64
156.57;27.28;2226068.58
156.58;27.3;2228785.52
156.59;27.32;2231502.46
156.6;27.33;2234219.4
156.61;27.35;2236936.34
156.62;27.37;2239653.28
156.63;27.39;2242370.22
156.64;27.4;2245087.16
156.65;27.42;2247804.1
156.66;27.44;2250521.04
156.67;27.46;2253237.98
156.68;27.47;2255954.92
156.69;27.49;2258671.86
156.7;27.51;2261388.8
156.71;27.53;2264105.74
156.72;27.54;2266822.68
156.73;27.56;2269539.62
156.74;27.58;2272256.56
156.75;27.59;2274973.5
156.76;27.61;2277690.44
156.77;27.63;2280407.38
156.78;27.65;2283124.32
156.79;27.66;2285841.26
156.8;27.68;2288558.2
156.81;27.7;2291275.14
156.82;27.72;2293992.08
156.83;27.73;2296709.02
156.84;27.75;2299425.96
156.85;27.77;2302142.9
156.86;27.79;2304859.84
156.87;27.8;2307576.78
156.88;27.82;2310293.72
156.89;27.84;2313010.66
156.9;27.85;2315727.6
156.91;27.87;2318444.54
156.92;27.89;2321161.48
156.93;27.91;2323878.42
156.94;27.92;2326595.36
156.95;27.94;2329312.3
156.96;27.96;2332029.24
156.97;27.98;2334746.18
156.98;27.99;2337463.12
156.99;28.01;2340180.06
157;28.03;2342897
157.01;28.04;2345782.71
157.02;28.06;2348668.42
157.03;28.08;2351554.13
157.04;28.09;2354439.84
157.05;28.11;2357325.55
157.06;28.13;2360211.26
157.07;28.14;2363096.97
157.08;28.16;2365982.68
157.09;28.18;2368868.39
157.1;28.19;2371754.1
157.11;28.21;2374639.81
157.12;28.23;2377525.52
157.13;28.24;2380411.23
157.14;28.26;2383296.94
157.15;28.27;2386182.65
157.16;28.29;2389068.36
157.17;28.31;2391954.07
157.18;28.32;2394839.78
157.19;28.34;2397725.49
157.2;28.36;2400611.2
157.21;28.37;2403496.91
157.22;28.39;2406382.62
157.23;28.41;2409268.33
157.24;28.42;2412154.04
157.25;28.44;2415039.75
157.26;28.45;2417925.46
157.27;28.47;2420811.17
157.28;28.49;2423696.88
157.29;28.5;2426582.59
157.3;28.52;2429468.3
157.31;28.54;2432354.01
157.32;28.55;2435239.72
157.33;28.57;2438125.43
157.34;28.59;2441011.14
157.35;28.6;2443896.85
157.36;28.62;2446782.56
157.37;28.64;2449668.27
157.38;28.65;2452553.98
157.39;28.67;2455439.69
157.4;28.68;2458325.4
157.41;28.7;2461211.11
157.42;28.72;2464096.82
157.43;28.73;2466982.53
157.44;28.75;2469868.24
157.45;28.77;2472753.95
157.46;28.78;2475639.66
157.47;28.8;2478525.37
157.48;28.82;2481411.08
157.49;28.83;2484296.79
157.5;28.85;2487182.5
157.51;28.87;2490068.21
157.52;28.88;2492953.92
157.53;28.9;2495839.63
157.54;28.91;2498725.34
157.55;28.93;2501611.05
157.56;28.95;2504496.76
157.57;28.96;2507382.47
157.58;28.98;2510268.18
157.59;29;2513153.89
157.6;29.01;2516039.6
157.61;29.03;2518925.31
157.62;29.05;2521811.02
157.63;29.06;2524696.73
157.64;29.08;2527582.44
157.65;29.1;2530468.15
157.66;29.11;2533353.86
157.67;29.13;2536239.57
157.68;29.14;2539125.28
157.69;29.16;2542010.99
157.7;29.18;2544896.7
157.71;29.19;2547782.41
157.72;29.21;2550668.12
157.73;29.23;2553553.83
157.74;29.24;2556439.54
157.75;29.26;2559325.25
157.76;29.28;2562210.96
157.77;29.29;2565096.67
157.78;29.31;2567982.38
157.79;29.32;2570868.09
157.8;29.34;2573753.8
157.81;29.36;2576639.51
157.82;29.37;2579525.22
157.83;29.39;2582410.93
157.84;29.41;2585296.64
157.85;29.42;2588182.35
157.86;29.44;2591068.06
157.87;29.46;2593953.77
157.88;29.47;2596839.48
157.89;29.49;2599725.19
157.9;29.51;2602610.9
157.91;29.52;2605496.61
157.92;29.54;2608382.32
157.93;29.55;2611268.03
157.94;29.57;2614153.74
157.95;29.59;2617039.45
157.96;29.6;2619925.16
157.97;29.62;2622810.87
157.98;29.64;2625696.58
157.99;29.65;2628582.29
158;29.67;2631468
158.01;29.69;2634537.13
158.02;29.71;2637606.26
158.03;29.73;2640675.39
158.04;29.75;2643744.52
158.05;29.77;2646813.65
158.06;29.79;2649882.78
158.07;29.81;2652951.91
158.08;29.83;2656021.04
158.09;29.85;2659090.17
158.1;29.87;2662159.3
